Citation,Year,Indicator,Journal
J Clin Epidemiol. 2010 Jun;63(6):627-32. doi: 10.1016/j.jclinepi.2009.07.002. Epub 2009 Oct 1.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Dec;66(12):1356-66. doi: 10.1016/j.jclinepi.2013.06.006. Epub 2013 Sep 7.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jul;68(7):792-802. doi: 10.1016/j.jclinepi.2015.01.008. Epub 2015 Jan 30.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Nov;45(11):1265-87. doi: 10.1016/0895-4356(92)90168-m.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Mar;71:120-2. doi: 10.1016/j.jclinepi.2015.11.008. Epub 2015 Nov 18.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jul;66(7):710-8. doi: 10.1016/j.jclinepi.2012.12.015. Epub 2013 Apr 6.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:40-50. doi: 10.1016/j.jclinepi.2015.11.013. Epub 2015 Nov 26.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):149-57. doi: 10.1016/0895-4356(94)00149-k.,1995,1,J Clin Epidemiol
J Clin Epidemiol. 1995 Aug;48(8):1061-8. doi: 10.1016/0895-4356(94)00238-l.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Mar;66(3):261-7. doi: 10.1016/j.jclinepi.2012.06.024.,2013,1,J Clin Epidemiol
J Clin Epidemiol. 1996 Nov;49(11):1271-6. doi: 10.1016/s0895-4356(96)00177-1.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Sep;149:83-88. doi: 10.1016/j.jclinepi.2022.05.015. Epub 2022 Jun 3.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Mar;68(3):237-45. doi: 10.1016/j.jclinepi.2014.09.022. Epub 2014 Nov 18.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2012 May;65(5):526-34. doi: 10.1016/j.jclinepi.2011.10.008. Epub 2011 Dec 19.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Aug;124:50-57. doi: 10.1016/j.jclinepi.2020.04.010. Epub 2020 Apr 14.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Feb;68(2):112-21. doi: 10.1016/j.jclinepi.2014.08.011. Epub 2014 Nov 26.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jan;69:185-92. doi: 10.1016/j.jclinepi.2015.07.004. Epub 2015 Jul 18.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Oct;52(10):967-75. doi: 10.1016/s0895-4356(99)00076-1.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Dec;46(12):1433-44. doi: 10.1016/0895-4356(93)90143-o.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jun;158:84-91. doi: 10.1016/j.jclinepi.2023.03.026. Epub 2023 Apr 3.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Nov;115:160-171. doi: 10.1016/j.jclinepi.2019.05.032. Epub 2019 Jun 21.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Apr;64(4):358-65. doi: 10.1016/j.jclinepi.2010.04.016. Epub 2010 Aug 30.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Feb;66(2):124-31. doi: 10.1016/j.jclinepi.2011.12.007. Epub 2012 Mar 8.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jun;48(6):731-7. doi: 10.1016/0895-4356(94)00184-r.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Dec;57(12):1279-87. doi: 10.1016/j.jclinepi.2003.10.018.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jan;81:120-128. doi: 10.1016/j.jclinepi.2016.09.011. Epub 2016 Oct 20.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Aug;59(8):765-9. doi: 10.1016/j.jclinepi.2005.12.010. Epub 2006 May 30.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Oct;66(10):1082-92. doi: 10.1016/j.jclinepi.2013.05.002. Epub 2013 Jul 10.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Mar;52(3):187-92. doi: 10.1016/s0895-4356(98)00157-7.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jun;65(6):696-9. doi: 10.1016/j.jclinepi.2011.11.007. Epub 2012 Mar 15.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jun;122:115-128.e1. doi: 10.1016/j.jclinepi.2020.02.002. Epub 2020 Feb 24.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2016 May;73:29-35. doi: 10.1016/j.jclinepi.2015.12.011. Epub 2016 Feb 15.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:11-17. doi: 10.1016/j.jclinepi.2021.08.027. Epub 2021 Aug 29.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Dec;49(12):1353-8. doi: 10.1016/s0895-4356(96)00270-3.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Nov;58(11):1101-8. doi: 10.1016/j.jclinepi.2005.01.014.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jan;68(1):15-24. doi: 10.1016/j.jclinepi.2014.09.002. Epub 2014 Oct 7.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:123-124. doi: 10.1016/j.jclinepi.2023.01.004. Epub 2023 Jan 24.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jan;117:99-108. doi: 10.1016/j.jclinepi.2019.09.027. Epub 2019 Oct 4.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 May;47(5):537-46. doi: 10.1016/0895-4356(94)90300-x.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Nov;62(11):1210-7. doi: 10.1016/j.jclinepi.2009.01.014. Epub 2009 Apr 11.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Aug;47(8):873-80. doi: 10.1016/0895-4356(94)90190-2.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:28-38. doi: 10.1016/j.jclinepi.2023.06.019. Epub 2023 Jul 4.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Feb;56(2):109-15. doi: 10.1016/s0895-4356(02)00598-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Mar;95:120-127. doi: 10.1016/j.jclinepi.2017.12.009. Epub 2017 Dec 26.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Sep;58(9):959-61. doi: 10.1016/j.jclinepi.2005.03.002.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Oct;68(10):1221-31. doi: 10.1016/j.jclinepi.2015.06.021. Epub 2015 Jul 9.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Nov;55(11):1130-43. doi: 10.1016/s0895-4356(02)00479-1.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Feb;63(2):163-70. doi: 10.1016/j.jclinepi.2009.03.023. Epub 2009 Aug 14.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Oct;63(10):1082-90. doi: 10.1016/j.jclinepi.2009.12.009. Epub 2010 Mar 25.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Mar;131:43-50. doi: 10.1016/j.jclinepi.2020.11.010. Epub 2020 Nov 21.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jan;64(1):90-5. doi: 10.1016/j.jclinepi.2010.02.010. Epub 2010 Jun 15.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Feb;70:155-63. doi: 10.1016/j.jclinepi.2015.08.021. Epub 2015 Sep 21.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:269-278. doi: 10.1016/j.jclinepi.2021.06.006. Epub 2021 Jun 11.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2012 May;65(5):474-81. doi: 10.1016/j.jclinepi.2011.08.012. Epub 2011 Dec 9.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jan;65(1):53-61. doi: 10.1016/j.jclinepi.2011.04.012. Epub 2011 Jul 31.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:8-19. doi: 10.1016/j.jclinepi.2023.06.018. Epub 2023 Jul 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Apr;46(4):371-7. doi: 10.1016/0895-4356(93)90152-q.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Apr;66(4):386-96. doi: 10.1016/j.jclinepi.2012.10.011. Epub 2013 Jan 18.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Mar;131:113-122. doi: 10.1016/j.jclinepi.2020.11.017. Epub 2020 Nov 30.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Sep;137:236-240. doi: 10.1016/j.jclinepi.2021.05.003. Epub 2021 May 15.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Mar;49(3):355-7. doi: 10.1016/0895-4356(95)00059-3.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Dec;54 Suppl 1:S53-6. doi: 10.1016/s0895-4356(01)00447-4.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Dec;51(12):1317-26. doi: 10.1016/s0895-4356(98)00120-6.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):1060-6. doi: 10.1016/j.jclinepi.2007.01.014. Epub 2007 Jul 16.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Feb;53(2):163-6. doi: 10.1016/s0895-4356(99)00146-8.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Nov;48(11):1369-78. doi: 10.1016/0895-4356(95)00054-2.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:54-60. doi: 10.1016/j.jclinepi.2017.02.008. Epub 2017 Feb 27.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Dec;67(12):1309-19. doi: 10.1016/j.jclinepi.2014.08.007. Epub 2014 Oct 2.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jun;52(6):585-7. doi: 10.1016/s0895-4356(99)00024-4.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Sep;77:68-77. doi: 10.1016/j.jclinepi.2016.03.005. Epub 2016 Mar 17.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Apr;52(4):281-91. doi: 10.1016/s0895-4356(98)00159-0.,1999,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Mar;107:89-100. doi: 10.1016/j.jclinepi.2018.11.013. Epub 2018 Nov 17.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2020 May;121:112-114. doi: 10.1016/j.jclinepi.2020.01.014. Epub 2020 Jan 28.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Nov;67(11):1200-9. doi: 10.1016/j.jclinepi.2014.05.018. Epub 2014 Jul 22.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jul;60(7):727-33. doi: 10.1016/j.jclinepi.2006.10.016. Epub 2007 Feb 23.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Aug;54(8):789-94. doi: 10.1016/s0895-4356(01)00340-7.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:29-37. doi: 10.1016/j.jclinepi.2017.09.007. Epub 2017 Sep 12.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Nov;49(11):1225-31. doi: 10.1016/s0895-4356(96)00002-9.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Aug;66(8):883-7. doi: 10.1016/j.jclinepi.2013.03.016.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Sep;65(9):962-9. doi: 10.1016/j.jclinepi.2012.03.004. Epub 2012 Jun 27.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1997 Mar;50(3):223-9. doi: 10.1016/s0895-4356(96)00360-5.,1997,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Nov;91:95-110. doi: 10.1016/j.jclinepi.2017.07.014. Epub 2017 Aug 24.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:30-41. doi: 10.1016/j.jclinepi.2023.01.011. Epub 2023 Feb 14.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Mar;68(3):266-78. doi: 10.1016/j.jclinepi.2014.09.021. Epub 2014 Nov 6.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Jan;46(1):77-84. doi: 10.1016/0895-4356(93)90011-o.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Dec;68(12):1496-503. doi: 10.1016/j.jclinepi.2015.04.006. Epub 2015 Apr 30.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Sep;161:20-27. doi: 10.1016/j.jclinepi.2023.06.022. Epub 2023 Jul 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):354-7. doi: 10.1016/j.jclinepi.2005.10.004. Epub 2006 Feb 20.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Apr;49(4):441-8. doi: 10.1016/0895-4356(95)00566-8.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:66-75. doi: 10.1016/j.jclinepi.2023.01.009. Epub 2023 Feb 2.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jun;67(6):635-44. doi: 10.1016/j.jclinepi.2013.12.005. Epub 2014 Mar 5.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Nov;56(11):1092-9. doi: 10.1016/s0895-4356(03)00197-5.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:99-105. doi: 10.1016/j.jclinepi.2021.09.021. Epub 2021 Sep 16.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Oct;138:128-138. doi: 10.1016/j.jclinepi.2021.04.013. Epub 2021 Apr 26.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Jun;45(6):621-6. doi: 10.1016/0895-4356(92)90134-9.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 1996 Sep;49(9):951-6. doi: 10.1016/0895-4356(96)00118-7.,1996,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Apr;144:111-120. doi: 10.1016/j.jclinepi.2021.12.004. Epub 2021 Dec 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Feb;70:246-53. doi: 10.1016/j.jclinepi.2015.09.014. Epub 2015 Sep 26.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Dec;104:95-102. doi: 10.1016/j.jclinepi.2018.08.020. Epub 2018 Sep 6.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jul;62(7):695-702. doi: 10.1016/j.jclinepi.2008.09.011. Epub 2009 Jan 9.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Feb;51(2):137-45. doi: 10.1016/s0895-4356(97)00269-2.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Feb;94:46-58. doi: 10.1016/j.jclinepi.2017.10.007. Epub 2017 Nov 6.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:140-148. doi: 10.1016/j.jclinepi.2021.08.008. Epub 2021 Aug 13.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Mar;60(3):280-7. doi: 10.1016/j.jclinepi.2006.06.014. Epub 2006 Oct 2.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Aug;54(8):755-65. doi: 10.1016/s0895-4356(00)00365-6.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Sep;67(9):966-72. doi: 10.1016/j.jclinepi.2014.03.006. Epub 2014 Apr 29.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Sep;62(9):982-90. doi: 10.1016/j.jclinepi.2008.10.005. Epub 2009 Feb 10.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2007 May;60(5):431-9. doi: 10.1016/j.jclinepi.2006.09.009. Epub 2007 Feb 5.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Dec;64(12):1331-40. doi: 10.1016/j.jclinepi.2011.04.006. Epub 2011 Jul 20.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:47-57. doi: 10.1016/j.jclinepi.2017.09.005. Epub 2017 Sep 14.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1992 May;45(5):473-85. doi: 10.1016/0895-4356(92)90096-6.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2007 May;60(5):448-55. doi: 10.1016/j.jclinepi.2006.08.006. Epub 2006 Dec 11.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Mar;64(3):331-8. doi: 10.1016/j.jclinepi.2010.03.019. Epub 2010 Oct 13.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Sep;62(9):944-52. doi: 10.1016/j.jclinepi.2008.10.012. Epub 2009 Feb 20.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Nov;68(11):1380-2. doi: 10.1016/j.jclinepi.2015.03.018. Epub 2015 Apr 6.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Mar;119:109-116. doi: 10.1016/j.jclinepi.2019.11.016. Epub 2019 Nov 28.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Dec;68(12):1472-80. doi: 10.1016/j.jclinepi.2015.03.002. Epub 2015 Mar 7.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):358-64. doi: 10.1016/j.jclinepi.2005.09.006. Epub 2006 Feb 14.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Dec;68(12):1446-50. doi: 10.1016/j.jclinepi.2015.01.016. Epub 2015 Jan 27.,2015,1,J Clin Epidemiol
J Clin Epidemiol. 2005 Aug;58(8):823-30. doi: 10.1016/j.jclinepi.2005.01.011.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Jan;62(1):29-36. doi: 10.1016/j.jclinepi.2008.02.010. Epub 2008 Jul 10.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Nov;67(11):1181-91. doi: 10.1016/j.jclinepi.2014.06.010. Epub 2014 Oct 17.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Jun;134:35-51. doi: 10.1016/j.jclinepi.2021.01.014. Epub 2021 Jan 27.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 May;47(5):469-74. doi: 10.1016/0895-4356(94)90293-3.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Nov;55(11):1057-63. doi: 10.1016/s0895-4356(02)00504-8.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Feb;58(2):130-7. doi: 10.1016/j.jclinepi.2004.10.001.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jun;68(6):693-7. doi: 10.1016/j.jclinepi.2014.09.013. Epub 2014 Oct 19.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Dec;62(12):1268-78. doi: 10.1016/j.jclinepi.2009.01.009. Epub 2009 Apr 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Mar;67(3):254-66. doi: 10.1016/j.jclinepi.2013.09.021.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Sep;60(9):929-38. doi: 10.1016/j.jclinepi.2007.01.001. Epub 2007 May 8.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Dec;62(12):1248-52. doi: 10.1016/j.jclinepi.2009.01.008. Epub 2009 Apr 11.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Aug;47(8):825-7. doi: 10.1016/0895-4356(94)90184-8.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Aug;57(8):777-84. doi: 10.1016/j.jclinepi.2003.12.021.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Sep;62(9):934-43. doi: 10.1016/j.jclinepi.2009.03.019.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Aug;160:117-125. doi: 10.1016/j.jclinepi.2023.06.017. Epub 2023 Jun 28.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Feb;154:178-187. doi: 10.1016/j.jclinepi.2022.11.021. Epub 2022 Dec 1.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Dec;63(12):1287-97. doi: 10.1016/j.jclinepi.2010.02.012. Epub 2010 Jun 17.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Feb;55(2):121-8. doi: 10.1016/s0895-4356(01)00427-9.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Dec;65(12):1257-66. doi: 10.1016/j.jclinepi.2012.05.007. Epub 2012 Sep 6.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jun;86:51-58.e2. doi: 10.1016/j.jclinepi.2017.04.008. Epub 2017 Apr 18.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jan;58(1):20-5. doi: 10.1016/j.jclinepi.2004.06.001.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Jul;47(7):761-72. doi: 10.1016/0895-4356(94)90173-2.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2014 May;67(5):487-99. doi: 10.1016/j.jclinepi.2013.10.006. Epub 2014 Jan 8.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jun;74:57-65. doi: 10.1016/j.jclinepi.2015.12.003. Epub 2015 Dec 21.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Feb;62(2):128-37. doi: 10.1016/j.jclinepi.2008.08.003. Epub 2008 Nov 14.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):981-9. doi: 10.1016/j.jclinepi.2007.01.012. Epub 2007 Jul 16.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Dec;92:7-10. doi: 10.1016/j.jclinepi.2017.08.020. Epub 2017 Sep 12.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Oct;51(10):801-7. doi: 10.1016/s0895-4356(98)00073-0.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Nov;60(11):1095-1104. doi: 10.1016/j.jclinepi.2007.03.008. Epub 2007 Aug 3.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Apr;67(4):401-9. doi: 10.1016/j.jclinepi.2013.12.002.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Nov;63(11):1276-8. doi: 10.1016/j.jclinepi.2010.03.011. Epub 2010 Jun 20.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Nov;45(11):1251-6. doi: 10.1016/0895-4356(92)90166-k.,1992,1,J Clin Epidemiol
J Clin Epidemiol. 2003 Jan;56(1):1-9. doi: 10.1016/s0895-4356(02)00534-6.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):133-46; discussion 147. doi: 10.1016/0895-4356(94)00136-e.,1995,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jul;123:120-126. doi: 10.1016/j.jclinepi.2020.04.016. Epub 2020 Apr 21.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Dec;60(12):1246-55. doi: 10.1016/j.jclinepi.2007.02.011. Epub 2007 Jun 29.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Apr;84:14-17. doi: 10.1016/j.jclinepi.2017.02.003.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Aug;136:189-202. doi: 10.1016/j.jclinepi.2021.05.012. Epub 2021 May 24.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Dec;58(12):1227-32. doi: 10.1016/j.jclinepi.2005.04.003. Epub 2005 Sep 12.,2005,0,J Clin Epidemiol
